159	42617	22983	152	7	7
160	13018	25225	102	-1	54
161	21976	1417	220	-1	93
162	14189	21707	91	-1	56
163	21795	1232	27	-1	93
164	44650	1918	126	35	35
165	42912	14343	240	-1	60
166	13386	27103	357	-1	59
167	20923	26765	349	-1	74
168	19762	31531	222	41	41
169	16005	3201	327	-1	77
170	41654	31103	336	-1	85
171	30137	21493	223	32	32
172	13628	27062	192	-1	59
173	20995	26305	166	-1	99
174	14861	32397	309	-1	61
175	31199	27847	59	-1	65
176	31060	27979	335	-1	65
177	43811	32734	280	-1	69
178	9262	12950	339	-1	75
179	18073	4216	254	6	6
180	15072	15855	189	4	4
181	18167	4243	225	6	6
182	15032	32272	103	-1	61
183	3771	15612	352	24	24
184	24664	7166	342	31	31
185	15982	9915	5	-1	84
186	41442	4597	123	-1	51
187	22831	2526	191	-1	58
188	1925	15060	343	45	45
189	16030	9824	87	-1	84
190	12850	25502	316	-1	54
191	19032	13231	340	43	43
192	9429	12735	92	-1	75
193	14350	21845	164	-1	56
194	26016	19602	39	8	8
195	16761	6333	260	-1	70
196	42907	14064	127	-1	60
197	42365	2121	65	39	39
198	22642	2708	293	-1	58
199	2917	22208	326	30	30
200	6321	2587	217	-1	81
201	7618	27208	223	-1	94
202	3980	9591	216	1	1
203	20636	13103	176	-1	98
204	7626	27095	172	-1	94
205	20544	12971	78	-1	98
206	11341	23646	207	-1	68
207	6970	15046	328	2	2
208	23461	1696	233	10	10
209	7731	4882	138	-1	53
210	17812	8592	292	-1	63
211	34752	1409	352	29	29
212	43886	32792	250	-1	69
213	4647	31466	260	48	48
214	19831	31327	126	41	41
215	9726	7014	217	12	12
216	43790	32518	86	-1	69
217	36085	24013	79	40	40
218	43992	29432	33	49	49
219	31337	27761	117	-1	65
220	39883	24485	321	-1	96
221	33794	15226	93	-1	97
222	33770	15266	289	-1	97
223	8595	3353	147	-1	90
224	14925	21891	323	-1	92
225	39567	2158	274	42	42
226	6946	15038	3	2	2
227	29964	21297	71	32	32
228	44385	2195	282	35	35
229	44073	10290	353	-1	71
230	41486	4662	168	-1	51
231	41530	20393	197	15	15
232	29922	18978	161	-1	55
233	9334	12809	43	-1	75
234	38336	3678	137	46	46
235	38497	22942	350	13	13
236	14956	32209	43	-1	61
237	27453	24746	133	22	22
238	14409	11822	260	-1	67
239	9547	6910	331	12	12
240	26153	19845	275	8	8
241	42836	14076	80	-1	60
242	42647	22906	101	7	7
243	14934	16026	277	4	4
244	5549	18127	115	-1	66
245	43910	32704	224	-1	69
246	32858	25858	73	38	38
247	44207	10452	246	-1	71
248	19593	31508	298	41	41
249	29953	21410	0	32	32
250	44247	29450	157	49	49
251	40058	24797	51	-1	100
252	35899	12561	139	-1	86
253	41673	5378	111	-1	64
254	39885	24342	75	-1	96
255	21875	1320	352	-1	93
256	16826	6320	241	-1	70
257	22778	2435	99	-1	58
258	4683	31233	129	48	48
259	6971	25870	19	3	3
260	39383	2062	351	42	42
261	6088	2435	16	-1	81
262	18527	25595	206	34	34
263	31176	28030	293	-1	65
264	41803	20369	243	44	44
265	40088	24411	134	-1	96
266	6121	2626	295	-1	81
267	29870	18981	144	-1	55
268	16552	10083	61	21	21
269	24970	7039	108	31	31
270	14552	11779	214	-1	67
271	25827	22663	170	47	47
272	35817	12698	260	-1	86
273	16583	6147	19	-1	70
274	25800	22864	202	47	47
275	7629	27137	140	-1	94
276	20856	26774	314	-1	74
277	20928	26295	70	-1	99
278	23476	1660	211	10	10
279	7130	25903	262	3	3
280	13027	25535	288	-1	54
281	43744	32668	2	-1	69
282	15078	15718	100	4	4
283	39476	2008	31	42	42
284	28748	9824	202	36	36
285	9674	6775	128	12	12
286	35801	12611	301	-1	86
287	33090	26041	183	38	38
288	38674	9075	326	25	25
289	30303	11750	100	-1	78
290	41738	20124	92	44	44
291	26070	19569	107	8	8
292	30131	11847	3	-1	78
293	17526	19759	135	27	27
294	28216	25807	47	50	50
295	39586	32680	96	-1	76
296	26034	19817	327	8	8
297	3175	22193	215	30	30
298	3907	14935	280	-1	79
299	17395	19788	74	27	27
300	10096	1470	173	-1	82
301	41809	20276	171	44	44
302	37776	30046	282	-1	52
303	28392	25839	114	50	50
304	3988	15004	266	-1	79
305	16492	19350	10	-1	80
306	36356	8846	86	-1	62
307	9573	6786	101	12	12
308	28774	9723	143	36	36
309	43985	29329	33	49	49
310	9602	7019	275	12	12
311	30414	33202	229	26	26
312	38340	3872	249	46	46
313	25981	19635	59	8	8
314	30091	21537	218	32	32
315	41682	20297	14	44	44
316	15123	32463	238	-1	61
317	39435	32840	303	-1	76
318	3952	15531	177	24	24
319	4791	31244	163	48	48
320	30092	21463	230	32	32
321	28444	25935	198	50	50
322	9347	12974	275	-1	75
323	35150	20758	181	-1	73
324	42888	14270	210	-1	60
325	33653	15265	19	-1	97
326	14897	21931	314	-1	92
327	22025	12322	170	11	11
328	35846	12555	133	-1	86
329	19105	13000	74	43	43
330	27376	24690	110	22	22
331	13316	27181	319	-1	59
332	8553	3419	286	-1	90
333	28763	9671	157	36	36
334	6221	2351	87	-1	81
335	28436	25895	188	50	50
336	3729	15658	315	24	24
337	512	3179	0	9	9
338	14423	11574	97	-1	67
339	29634	2755	100	23	23
340	36405	9062	278	-1	62
341	9704	6822	121	12	12
342	40112	24605	197	-1	96
343	44181	10157	114	-1	71
344	16103	9954	171	-1	84
345	37741	29860	359	-1	52
346	42694	23123	216	7	7
347	28788	9892	206	36	36
348	5460	18278	308	-1	66
349	33714	15287	327	-1	97
350	15144	22023	200	-1	92
351	38356	2841	113	-1	87
352	34841	31676	178	17	17
353	9271	21458	249	-1	88
354	26207	19727	174	8	8
355	30267	33071	114	26	26
356	34603	31621	60	17	17
357	41447	14422	95	14	14
358	40323	24927	155	-1	100
359	7549	27310	246	-1	94
360	21098	26385	213	-1	99
361	33670	15271	7	-1	97
362	30020	13862	358	5	5
363	17970	4066	64	6	6
364	707	19527	341	33	33
365	39464	1883	37	42	42
366	9984	1398	40	-1	82
367	43765	32552	70	-1	69
368	36374	9105	295	-1	62
369	39817	24543	332	-1	96
370	21882	12530	292	11	11
371	39494	2030	346	42	42
372	3102	21990	130	30	30
373	41584	5394	45	-1	64
374	5169	21115	334	16	16
375	23306	24935	20	-1	83
376	17789	8462	325	-1	63
377	25674	22904	252	47	47
378	31173	27944	287	-1	65
379	17525	19796	181	27	27
380	4699	31511	266	48	48
381	17439	19903	230	27	27
382	16947	33004	126	-1	95
383	13032	25322	94	-1	54
384	17894	8378	71	-1	63
385	16495	19322	347	-1	80
386	40144	24764	87	-1	100
387	7527	27071	95	-1	94
388	40164	24797	50	-1	100
389	847	19626	261	33	33
390	15051	32184	136	-1	61
391	5148	20978	18	16	16
392	18990	12996	62	43	43
393	25788	22613	118	47	47
394	24718	7138	359	31	31
395	37956	29939	235	-1	52
396	41613	20275	338	44	44
397	37947	29963	220	-1	52
398	42745	14206	337	-1	60
399	9637	6898	142	12	12
400	19830	31288	124	41	41
401	20500	13086	311	-1	98
402	30242	11933	305	-1	78
403	44427	2005	14	35	35
404	41785	31002	59	-1	85
405	31182	27962	281	-1	65
406	38693	29247	189	20	20
407	40597	6623	259	19	19
408	712	3094	121	9	9
409	23415	24928	128	-1	83
410	30276	13803	125	5	5
411	33801	15311	265	-1	97
412	20445	13191	313	-1	98
413	29635	2789	86	23	23
414	22779	2595	171	-1	58
415	4906	25532	271	-1	91
416	30212	14052	279	5	5
417	16551	19267	42	-1	80
418	8643	3478	215	-1	90
419	23540	1483	155	10	10
420	35141	20753	177	-1	73
421	39458	2001	7	42	42
422	9563	6981	275	12	12
423	34747	17499	299	28	28
424	20400	13037	27	-1	98
425	38397	3791	188	46	46
426	5293	20938	102	16	16
427	15041	15868	160	4	4
428	16970	32997	120	-1	95
429	5287	20961	95	16	16
430	8564	3330	82	-1	90
431	3861	14914	310	-1	79
432	21894	12363	74	11	11
433	17071	33223	201	-1	95
434	8597	3316	151	-1	90
435	27432	24982	209	22	22
436	42474	2348	259	39	39
437	13052	25299	105	-1	54
438	14364	21990	229	-1	56
439	13054	25348	173	-1	54
440	30283	11710	114	-1	78
441	21075	26297	164	-1	99
442	16112	9928	185	-1	84
443	42657	22972	172	7	7
444	16820	33188	310	-1	95
445	4760	31318	141	48	48
446	18506	25583	176	34	34
447	39488	32668	38	-1	76
448	881	19629	277	33	33
449	5182	21026	26	16	16
450	30277	13949	184	5	5
451	7074	25705	54	3	3
452	40474	6444	10	19	19
453	42826	14337	254	-1	60
454	44019	23304	178	37	37
455	44211	29393	119	49	49
456	40539	6517	30	19	19
457	19840	31401	175	41	41
458	35790	12701	277	-1	86
459	33792	15281	239	-1	97
460	40270	25009	226	-1	100
461	42441	2225	64	39	39
462	27286	24729	43	22	22
463	12917	25380	356	-1	54
464	17352	19907	312	27	27
465	41779	31042	317	-1	85
466	7247	25968	195	3	3
467	9853	11064	71	-1	72
468	43942	32634	145	-1	69
469	14106	21914	304	-1	56
470	44050	10210	82	-1	71
471	9899	11143	28	-1	72
472	12932	25425	312	-1	54
473	9525	12801	143	-1	75
474	16524	10171	350	21	21
475	4916	25445	193	-1	91
476	41247	20283	61	15	15
477	39727	32733	174	-1	76
478	39867	24360	57	-1	96
479	17244	19725	61	27	27
480	7658	27023	164	-1	94
481	9949	1586	316	-1	82
482	27361	20777	340	-1	57
483	42570	23124	284	7	7
484	43779	23165	39	37	37
485	36194	24133	167	40	40
486	16865	6142	164	-1	70
487	27295	20711	15	-1	57
488	2165	14980	137	45	45
489	35099	20861	226	-1	73
490	39503	32805	345	-1	76
491	21780	1386	336	-1	93
492	34660	31740	328	17	17
493	41862	30882	131	-1	85
494	3928	14978	283	-1	79
495	9524	7045	272	12	12
496	4762	31273	138	48	48
497	38408	3029	226	-1	87
498	673	3147	196	9	9
499	18152	4297	208	6	6
500	16639	10282	303	21	21
501	30427	11956	240	-1	78
502	25962	19771	322	8	8
503	34941	20867	331	-1	73
504	28351	25977	271	50	50
505	42494	2394	235	39	39
506	7570	27115	164	-1	94
507	17932	8384	81	-1	63
508	16553	10311	294	21	21
509	38331	3086	274	-1	87
510	36246	24279	198	40	40
511	40108	24894	36	-1	100
512	41653	30942	359	-1	85
513	38214	3858	289	46	46
514	39496	1894	56	42	42
515	29859	18981	129	-1	55
516	19303	13117	195	43	43
517	11037	23503	32	-1	68
518	8542	3313	82	-1	90
519	33811	15254	180	-1	97
520	8545	3455	299	-1	90
521	30188	11714	54	-1	78
522	18501	25605	218	34	34
523	4063	14724	143	-1	79
524	41684	20275	338	44	44
525	9355	12704	76	-1	75
526	22760	2409	93	-1	58
527	5360	21038	184	16	16
528	36093	24210	279	40	40
529	32866	25949	357	38	38
530	28555	9653	46	36	36
531	16874	33030	60	-1	95
532	26149	19784	254	8	8
533	42534	23090	318	7	7
534	21783	12386	33	11	11
535	9879	11209	319	-1	72
536	23533	1716	221	10	10
537	14927	32447	291	-1	61
538	19256	12983	154	43	43
539	26173	19574	120	8	8
540	44222	10360	217	-1	71
541	43806	32744	299	-1	69
542	38321	2929	74	-1	87
543	8629	3462	208	-1	90
544	42827	14241	247	-1	60
545	39509	2148	275	42	42
546	19300	13164	186	43	43
547	23519	24950	186	-1	83
548	43983	10314	3	-1	71
549	13615	26917	140	-1	59
550	17382	19763	73	27	27
551	16069	3074	75	-1	77
552	28245	25759	45	50	50
553	29793	1080	19	-1	89
554	34842	31691	188	17	17
555	11253	23681	236	-1	68
556	16723	10174	161	21	21
557	9375	21407	177	-1	88
558	30258	33279	271	26	26
559	31805	30653	322	18	18
560	43895	32690	232	-1	69
561	20865	26223	60	-1	99
562	25830	22711	168	47	47
563	36469	8853	133	-1	62
564	42525	23037	313	7	7
565	41445	20460	247	15	15
566	40739	6637	209	19	19
567	7445	27206	319	-1	94
568	18073	4015	112	6	6
569	13338	27213	336	-1	59
570	11286	23709	223	-1	68
571	21928	1206	112	-1	93
572	41382	14622	284	14	14
573	41299	20415	333	15	15
574	16728	19284	178	-1	80
575	29917	21515	298	32	32
576	34704	1512	342	29	29
577	30152	11861	17	-1	78
578	2929	22056	11	30	30
579	30362	33204	200	26	26
580	44263	10267	186	-1	71
581	31359	27918	211	-1	65
582	27596	20825	197	-1	57
583	16640	6378	288	-1	70
584	40226	24869	121	-1	100
585	30151	21344	128	32	32
586	21921	1458	236	-1	93
587	3800	9612	295	1	1
588	24771	7184	344	31	31
589	42727	14166	32	-1	60
590	17289	20011	324	27	27
591	42921	14306	223	-1	60
592	496	3122	29	9	9
593	38211	3729	330	46	46
594	19544	31526	345	41	41
595	16034	9876	84	-1	84
596	5630	18184	150	-1	66
597	14261	21826	153	-1	56
598	16630	6337	322	-1	70
599	23344	25041	275	-1	83
600	35968	24089	4	40	40
601	16788	33231	307	-1	95
602	29894	21307	23	32	32
603	27518	20759	220	-1	57
604	8690	3498	201	-1	90
605	34985	1460	168	29	29
606	15969	10013	306	-1	84
607	33620	15349	301	-1	97
608	37943	30013	251	-1	52
609	34800	1386	38	29	29
610	27490	20748	203	-1	57
611	4011	15449	146	24	24
612	616	3240	274	9	9
613	14612	11510	119	-1	67
614	42741	22866	117	7	7
615	23274	1641	311	10	10
616	21775	1392	352	-1	93
617	34771	1403	1	29	29
618	19588	31554	283	41	41
619	39576	2078	251	42	42
620	20908	26488	283	-1	99
621	35743	12672	306	-1	86
622	9459	12796	123	-1	75
623	16820	6114	150	-1	70
624	43919	23269	251	37	37
625	3825	14738	39	-1	79
626	7741	5017	224	-1	53
627	15958	10042	269	-1	84
628	33889	15327	218	-1	97
629	5577	18373	234	-1	66
630	7109	25847	359	3	3
631	5012	25368	164	-1	91
632	41640	20219	46	44	44
633	20832	26851	334	-1	74
634	12982	25261	63	-1	54
635	34730	31616	101	17	17
636	29875	21247	63	32	32
637	16727	10097	141	21	21
638	8647	3528	239	-1	90
639	20844	26472	320	-1	99
640	4485	31344	41	48	48
641	19686	31435	204	41	41
642	41558	5513	316	-1	64
643	41332	14445	20	14	14
644	16779	6138	112	-1	70
645	6304	2592	260	-1	81
646	4667	31488	246	48	48
647	39844	24602	326	-1	96
648	31124	27912	8	-1	65
649	40098	24606	248	-1	96
650	41249	4689	356	-1	51
651	35889	12524	111	-1	86
652	29834	1172	290	-1	89
653	41460	20367	131	15	15
654	13423	27164	316	-1	59
655	14339	11616	26	-1	67
656	44660	2122	187	35	35
657	34819	31778	199	17	17
658	7578	4888	43	-1	53
659	19564	31372	44	41	41
660	3843	15010	296	-1	79
661	41766	5354	164	-1	64
662	41505	4762	228	-1	51
663	29760	1124	11	-1	89
664	4077	14842	176	-1	79
665	28318	25945	277	50	50
666	40673	6399	144	19	19
667	5621	18210	139	-1	66
668	41734	5329	126	-1	64
669	26006	19586	38	8	8
670	23527	1468	158	10	10
671	35854	12496	124	-1	86
672	35839	12658	290	-1	86
673	24900	7267	219	31	31
674	39639	32875	261	-1	76
675	44061	23088	134	37	37
676	7753	4915	167	-1	53
677	29830	19114	252	-1	55
678	14855	16019	330	4	4
679	22028	1460	231	-1	93
680	17283	19879	346	27	27
681	38368	3604	93	46	46
682	29709	2938	216	23	23
683	28352	26044	285	50	50
684	21931	12502	256	11	11
685	22690	2597	258	-1	58
686	36074	24037	98	40	40
687	22822	2565	196	-1	58
688	9161	21276	28	-1	88
689	20464	13003	48	-1	98
690	25727	22767	164	47	47
691	23331	25047	317	-1	83
692	42893	14046	120	-1	60
693	41320	4807	293	-1	51
694	4702	31419	227	48	48
695	22599	2636	317	-1	58
696	725	19605	308	33	33
697	31961	30497	91	18	18
698	11332	23571	171	-1	68
699	20918	26661	42	-1	74
700	15066	15885	190	4	4
701	41383	20382	68	15	15
702	3820	15006	289	-1	79
703	25695	22803	261	47	47
704	21760	1222	52	-1	93
705	41759	31032	336	-1	85
706	15035	15777	106	4	4
707	18559	25620	231	34	34
708	16193	3081	117	-1	77
709	11064	23653	320	-1	68
710	39538	1934	116	42	42
711	30230	33071	28	26	26
712	9800	11217	0	-1	72
713	41805	30900	68	-1	85
714	14313	11643	350	-1	67
715	16563	19207	49	-1	80
716	38709	23063	216	13	13
717	16537	19277	54	-1	80
718	13062	25370	183	-1	54
719	42578	2201	166	39	39
720	35891	12654	211	-1	86
721	6106	2361	32	-1	81
722	39598	32604	109	-1	76
723	29965	1154	215	-1	89
724	7484	4916	16	-1	53
725	21942	12496	245	11	11
726	38758	9013	325	25	25
727	16878	32982	101	-1	95
728	34809	17315	86	28	28
729	38577	29088	70	20	20
730	30129	14035	292	5	5
731	35938	12740	211	-1	86
732	42910	14281	211	-1	60
733	9218	12935	353	-1	75
734	27537	20847	257	-1	57
735	9550	6977	329	12	12
736	44032	29364	73	49	49
737	13501	27183	231	-1	59
738	38283	3652	37	46	46
739	44023	29359	67	49	49
740	39682	32808	206	-1	76
741	18341	25438	52	34	34
742	9972	1369	29	-1	82
743	38262	3008	345	-1	87
744	44270	10418	203	-1	71
745	41463	20533	228	15	15
746	30025	14040	331	5	5
747	25632	22713	30	47	47
748	29931	1177	200	-1	89
749	17978	4272	278	6	6
750	557	3250	323	9	9
751	39919	24325	98	-1	96
752	38764	8913	1	25	25
753	41801	20257	167	44	44
754	40490	6525	345	19	19
755	8523	3490	312	-1	90
756	32901	25957	20	38	38
757	23419	1656	253	10	10
758	21833	12295	56	11	11
759	23447	1627	224	10	10
760	9629	6898	145	12	12
761	41607	20438	301	44	44
762	16874	33219	263	-1	95
763	29498	3040	300	23	23
764	24799	7291	302	31	31
765	34823	17474	246	28	28
766	30400	32998	150	26	26
767	2165	14918	115	45	45
768	9073	21220	26	-1	88
769	4032	14920	215	-1	79
770	16107	10041	206	-1	84
771	38893	9037	247	25	25
772	3817	9583	274	1	1
773	39815	24450	14	-1	96
774	9260	21364	142	-1	88
775	34772	1430	1	29	29
776	39614	32805	219	-1	76
777	704	19528	11	33	33
778	16742	6280	275	-1	70
779	25788	22765	161	47	47
780	44060	10326	328	-1	71
781	5183	20933	73	16	16
782	41803	31078	260	-1	85
783	40223	24843	120	-1	100
784	15050	15770	144	4	4
785	38331	3027	301	-1	87
786	38241	2888	62	-1	87
787	16759	6091	110	-1	70
788	36444	8980	211	-1	62
789	33724	15168	40	-1	97
790	985	19448	161	33	33
791	30164	33038	56	26	26
792	18042	8580	226	-1	63
793	16755	10105	170	21	21
794	36390	9080	273	-1	62
795	41794	31022	60	-1	85
796	21990	12569	226	11	11
797	27324	24868	294	22	22
798	8533	3393	340	-1	90
799	7686	4898	155	-1	53
800	20926	26217	64	-1	99
801	19615	31310	55	41	41
802	35954	12483	160	-1	86
803	26158	19663	140	8	8
804	38602	29335	281	20	20
805	838	19528	57	33	33
806	39720	32817	198	-1	76
807	43982	10349	332	-1	71
808	32030	30663	240	18	18
809	2941	22137	310	30	30
810	6997	25802	20	3	3
811	17930	4201	340	6	6
812	28687	9733	120	36	36
813	44089	29519	344	49	49
814	28509	9782	347	36	36
815	41352	14358	45	14	14
816	38663	8835	30	25	25
817	17457	19816	119	27	27
818	34781	1394	33	29	29
819	42662	14321	342	-1	60
820	19812	31444	157	41	41
821	15027	15920	234	4	4
822	32077	30706	240	18	18
823	6386	2411	181	-1	81
824	8493	3457	305	-1	90
825	34694	17480	313	28	28
826	15036	21927	211	-1	92
827	2109	15069	249	45	45
828	9955	1323	76	-1	82
829	9554	6832	78	12	12
830	30147	11912	346	-1	78
831	3789	14906	354	-1	79
832	38886	9055	230	25	25
833	21856	12384	51	11	11
834	42533	23055	352	7	7
835	41827	20165	105	44	44
836	38714	29078	107	20	20
837	14379	21777	144	-1	56
838	18086	4090	106	6	6
839	7483	27024	95	-1	94
840	30329	14039	250	5	5
841	7482	27053	78	-1	94
842	13322	27165	315	-1	59
843	35205	20589	115	-1	73
844	40101	25008	291	-1	100
845	7196	25760	133	3	3
846	4979	25271	161	-1	91
847	8679	3398	211	-1	90
848	20413	12958	19	-1	98
849	14932	15809	16	4	4
850	34783	1276	65	29	29
851	2167	15139	260	45	45
852	12971	25243	48	-1	54
853	2222	14906	160	45	45
854	8567	3361	120	-1	90
855	17252	20019	284	27	27
856	34769	17515	291	28	28
857	38316	2883	74	-1	87
858	30068	21250	75	32	32
859	29685	18986	15	-1	55
860	27412	24973	252	22	22
861	42707	14066	65	-1	60
862	19600	31492	303	41	41
863	42490	23077	346	7	7
864	41772	5462	196	-1	64
865	17390	19772	63	27	27
866	15890	9782	61	-1	84
867	6178	2558	323	-1	81
868	3752	9358	38	1	1
869	18112	4124	185	6	6
870	8476	3447	341	-1	90
871	2161	15005	156	45	45
872	34858	17392	132	28	28
873	17898	4199	345	6	6
874	3756	9386	63	1	1
875	3958	15485	169	24	24
876	3744	15564	337	24	24
877	3066	22072	168	30	30
878	4558	31346	9	48	48
879	14578	11683	191	-1	67
880	18428	25499	76	34	34
881	16089	3168	20	-1	77
882	42672	23141	236	7	7
883	17849	8565	308	-1	63
884	28335	25753	89	50	50
885	41337	20470	332	15	15
886	43945	32735	236	-1	69
887	34757	17477	279	28	28
888	2214	15069	220	45	45
889	41520	5363	59	-1	64
890	38382	3030	237	-1	87
891	36150	24282	254	40	40
892	33862	15207	126	-1	97
893	43870	23354	304	37	37
894	12935	25373	350	-1	54
895	27466	20865	232	-1	57
896	11283	23590	197	-1	68
897	7345	27284	308	-1	94
898	2113	14999	183	45	45
899	11052	23586	329	-1	68
900	15958	9831	33	-1	84
901	22700	2531	139	-1	58
902	38289	2911	34	-1	87
903	963	19461	130	33	33
904	14158	21843	15	-1	56
905	41865	20348	227	44	44
906	14854	16010	298	4	4
907	36274	9108	321	-1	62
908	25939	19595	60	8	8
909	19291	13037	176	43	43
910	23458	24980	205	-1	83
911	20862	26811	323	-1	74
912	43995	29459	29	49	49
913	3928	15652	216	24	24
914	38478	29282	2	20	20
915	20816	26201	69	-1	99
916	1935	15020	324	45	45
917	7589	27276	250	-1	94
918	39428	32843	353	-1	76
919	18053	8552	210	-1	63
920	44040	23363	230	37	37
921	9890	11294	309	-1	72
922	38897	8900	152	25	25
923	30040	13937	324	5	5
924	11162	23687	301	-1	68
925	38698	29096	113	20	20
926	41319	20448	351	15	15
927	4976	25464	235	-1	91
928	19105	13041	67	43	43
929	9165	21338	6	-1	88
930	20638	13013	130	-1	98
931	14090	21684	68	-1	56
932	7140	25838	164	3	3
933	27452	24742	146	22	22
934	3796	9422	28	1	1
935	24970	7082	150	31	31
936	28773	9922	238	36	36
937	3969	14967	247	-1	79
938	38037	29909	180	-1	52
939	41533	20263	130	15	15
940	40097	24599	243	-1	96
941	23428	1522	134	10	10
942	39478	2099	319	42	42
943	17309	19956	310	27	27
944	5549	18328	226	-1	66
945	41790	20313	255	44	44
946	14369	21898	214	-1	56
947	7451	27110	57	-1	94
948	32090	30637	227	18	18
949	41716	20147	67	44	44
950	34758	1389	28	29	29
951	38763	8784	67	25	25
952	34963	1396	144	29	29
953	11153	23444	49	-1	68
954	39639	32654	128	-1	76
955	34831	1377	92	29	29
956	35935	12715	249	-1	86
957	7568	27173	169	-1	94
958	41663	20253	31	44	44
959	26247	19855	234	8	8
960	28373	26040	282	50	50
961	29947	19013	179	-1	55
962	39654	1973	165	42	42
963	39955	24466	43	-1	96
964	21870	12385	45	11	11
965	28772	9669	152	36	36
966	8673	3485	197	-1	90
